PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,001,1039,4011,264412,12,615,544,1293,191,92933,279,0,36920,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,002,4,32,4541,0,5,15,8,0,4819,4,0,1871,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,003,3,138,9122,0,0,18,29,1,11357,8,0,821,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,004,1,13,1856,0,0,4,6,0,1660,0,0,581,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,005,29,139,24831,0,84,88,50,9,12861,12,0,3548,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,006,7,94,8069,0,5,23,17,6,4768,3,0,943,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,007,9,79,7959,0,1,35,16,2,6415,1,0,3545,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,008,4,48,1176,0,0,1,2,0,1637,0,0,238,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,009,0,37,2459,0,0,3,11,0,2752,0,0,607,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,010,6,29,2815,0,0,7,10,0,3035,0,0,818,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,01,011,19,34,8988,0,0,16,39,2,4977,2,0,1214,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,02,001,0,652,98840,0,704,708,0,235,36253,0,0,1007,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,02,002,0,1258,279437,0,753,432,0,462,71548,0,0,4822,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,02,003,0,153,31553,0,170,191,0,64,12619,0,0,297,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,02,004,0,4826,446206,0,2321,613,0,1423,121508,0,0,10006,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,02,005,0,788,28532,0,129,63,0,51,10685,0,0,602,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,03,001,3,991,42752,0,150,112,41,1559,33604,14,0,100,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,03,002,81,164,19695,49,6,97,0,147,14668,4,0,99,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,03,003,116,1858,150833,32,533,750,32,1208,51434,7,0,4205,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,03,008,263,4784,77342,12,269,3433,460,1206,30155,24,63,3887,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,03,009,6,283,6026,1,14,10,0,191,4063,0,0,64,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,001,2,70,4662,0,0,16,11,8,1775,5,9,5744,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,002,327,900,59546,13,199,337,777,229,19631,174,11,32756,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,003,12,1241,54756,0,146,72,17,260,16607,1,165,16199,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,004,14,177,7169,3,17,33,89,32,6096,7,101,9814,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,005,5,43,2275,1,0,3,11,1,1156,1,0,1474,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,006,14,20,2185,1,0,4,33,1,2597,3,0,1496,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,007,7,21,653,0,0,4,8,1,403,0,0,518,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,008,4,9,734,1,0,2,14,1,568,0,2,526,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,009,8,142,5199,1,14,12,31,36,5115,0,6,6285,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,010,10,80,1098,0,0,1,31,1,880,1,1,1082,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,04,011,6,95,2750,0,0,11,8,18,3453,0,0,3200,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,001,1,0,174,0,0,3,1,0,201,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,002,0,509,16359,0,495,1549,16,412,7077,0,0,52,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,003,0,30,3031,0,2,471,0,19,2578,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,004,0,48,1872,0,68,525,16,3,3338,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,005,0,0,40,0,3,3,0,0,229,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,006,3,29,3612,0,104,153,1,4,2870,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,007,0,7,1286,0,17,167,0,2,1908,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,008,0,0,156,0,1,11,1,1,292,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,009,0,33,4876,0,6,1696,3,2,3857,3,0,6,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,010,5,118,12765,0,237,634,14,52,7009,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,011,0,2,423,0,0,123,0,0,1087,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,012,0,0,170,0,1,15,0,0,187,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,013,0,0,14,0,0,0,0,0,69,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,014,0,5,446,0,3,44,0,1,1016,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,015,0,0,111,0,0,4,0,0,272,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,016,0,0,255,1,0,20,1,0,173,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,017,1,38,12123,0,18,374,11,18,8102,4,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,018,14,605,50310,0,861,2307,52,25,22831,0,0,158,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,019,0,3,878,0,1,270,0,0,1063,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,020,5,112,9806,0,87,399,11,142,6878,0,0,17,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,021,0,4,1157,0,2,38,2,0,624,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,022,1,23,3690,1,7,808,1,1,2356,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,023,0,0,201,0,0,129,1,0,597,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,024,0,99,5492,0,31,1435,3,11,4157,3,0,31,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,025,17,468,44324,0,347,366,20,55,10359,1,0,155,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,026,0,0,291,0,0,6,0,0,381,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,027,5,309,17769,1,213,5769,17,30,8346,0,0,49,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,028,5,36,12238,1,159,309,12,144,8466,0,0,13,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,029,0,0,325,0,0,13,4,0,243,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2016,05,030,221,3369,147023,9,2287,48814,763,319,65919,128,0,829,Cifras Definitivas.
